title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher,year
How Much is That Guinea Pig in the Window?,Joanne Rocklin,4.0,en-US,48,27,10/1/1995,Scholastic  Inc.,1995
My War Gone By  I Miss It So,Anthony Loyd,4.29,eng,336,1505,2/1/2001,Penguin Books (NY),2001
Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,eng,507,643,9/5/2000,St. Martin's Press,2000
Maximum City: Bombay Lost and Found,Suketu Mehta,3.93,eng,542,9024,9/27/2005,Vintage,2005
Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,3.96,en-US,344,4820,9/2/2000,Picador USA,2000
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,4.14,eng,336,3534,4/17/2001,W. W. Norton  Company,2001
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35,eng,238,26524,4/4/2006,Harper Perennial,2006
Fahrenheit 451,Ray Bradbury,3.99,eng,5,483,11/1/2005,Blackstone Audiobooks,2005
Los funerales de la Mamá Grande,Gabriel García Márquez,3.78,spa,160,4694,2/7/2006,Plaza y Janes,2006
Collected Novellas,Gabriel García Márquez,4.0,eng,288,838,1/8/2008,Harper Perennial Modern Classics,2008
The Grapes of Wrath,John Steinbeck,3.96,eng,464,7044,3/28/2006,Penguin Classics,2006
CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek,3.81,eng,112,30,6/5/2000,Cliffs Notes,2000
The Grapes of Wrath,John Steinbeck,3.96,eng,597,37,3/1/2001,Longman Schools Division (a Pearson Education Company),2001
American Gods,Neil Gaiman,4.11,eng,635,1211,6/1/2001,PerfectBound (HarperCollins),2001
American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,3.8,eng,399,1876,4/4/2006,Random House (NY),2006
American Gods (American Gods  #1),Neil Gaiman,4.11,eng,635,383045,3/4/2005,Headline Review,2005
East of Eden,John Steinbeck,4.37,eng,601,3942,6/18/2002,Penguin Books,2002
Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.98,eng,575,99,7/1/1999,Orion Publishing,1999
East Of Eden,John Steinbeck,4.37,eng,691,83,1/1/1977,Bantam Books,1977
Who Was John F. Kennedy?,Yona Zeldis McDonough,4.18,eng,112,679,12/29/2004,Grosset & Dunlap,2004
The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,3.22,en-US,615,9,10/6/2004,Trafford Publishing,2004
An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,4.07,en-US,849,7981,5/4/2004,Back Bay Books,2004
Sellevision,Augusten Burroughs,3.56,eng,229,175,1/1/2006,Atlantic,2006
Dry,Augusten Burroughs,4.03,eng,295,1158,3/1/2005,Atlantic,2005
Running with Scissors,Augusten Burroughs,3.72,en-GB,320,667,11/4/2006,Atlantic Books,2006
People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,en-CA,272,6256,1/2/1998,Touchstone,1998
The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,en-US,318,1314,2/4/2003,Touchstone,2003
The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,eng,189,5906,1/1/2004,Geddes & Grosset,2004
A Prayer for Owen Meany,John Irving,4.23,eng,641,1073,6/4/2002,Modern Library,2002
Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,4.26,eng,270,33828,4/1/2003,Picador USA,2003
Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst,3.91,en-US,80,109,4/1/2000,Atheneum Books for Young Readers,2000
Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,3.57,eng,422,965,11/18/1999,Picador  Macmillan Publishers Ltd,1999
Bridget Jones's Guide to Life,Helen Fielding,3.49,en-US,64,1104,4/1/2001,Penguin Books,2001
Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,3.77,spa,279,5119,10/1/2005,Edebé,2005
A Framework for Understanding Poverty,Ruby K. Payne,3.9,eng,199,3690,2/9/2006,AHA! Process,2006
El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,3.7,spa,230,3602,11/21/2006,Rayo,2006
The Shadow of the Wind,Carlos Ruiz Zafón,4.26,eng,403,1278,10/28/2004,Phoenix,2004
Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black,3.77,eng,493,180,5/11/2006,Manning Publications,2006
About the B'nai Bagels,E.L. Konigsburg,3.57,eng,172,308,3/1/1985,Dell,1985
The Far Side of Evil,Sylvia Engdahl,3.98,eng,324,60,1/13/2005,Firebird,2005
Enchantress from the Stars,Sylvia Engdahl,3.95,eng,304,2045,2/24/2003,Firebird,2003
Everything Is Illuminated,Jonathan Safran Foer,3.9,eng,276,1764,8/23/2005,Harper Perennial,2005
Everything Is Illuminated,Jonathan Safran Foer,3.9,eng,276,5210,6/5/2003,Penguin Group,2003
Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,eng,326,335477,4/4/2006,Mariner Books,2006
Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,eng,344,20695,5/30/2006,Harper Perennial,2006
Bioinformatics: Sequence and Genome Analysis,David W. Mount,3.86,en-US,692,63,8/16/2004,Cold Spring Harbor Laboratory Press,2004
The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,3.83,eng,392,272,6/28/2005,Ballantine Books,2005
Carter Beats the Devil,Glen David Gold,4.09,eng,483,11095,9/18/2002,Hyperion,2002
Moo  Baa  La La La!,Sandra Boynton,4.2,eng,14,28925,9/6/2004,Simon & Schuster Childrens Books,2004
Click  Clack  Moo: Cows That Type,Doreen Cronin,4.24,eng,30,348,6/1/2003,Pocket Books,2003
Dooby Dooby Moo,Doreen Cronin,4.1,eng,40,7823,8/8/2006,Atheneum Books for Young Readers,2006
Moo,Jane Smiley,3.46,fre,482,6441,6/1/1999,Rivages,1999
Sailor Moo: Cow at Sea,Lisa Wheeler,4.07,eng,32,161,7/1/2002,Atheneum/Richard Jackson Books,2002
CliffsNotes on Heller's Catch-22,Charles A. Peek,3.55,eng,48,37,12/31/1975,Cliffs Notes,1975
Catch-22,Joseph Heller,3.98,eng,519,5517,10/6/1994,Vintage,1994
Geisha,Liza Dalby,4.0,eng,367,3730,10/1/1998,University of California Press,1998
Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist,3.52,en-US,224,606,4/5/2006,Atria Books,2006
Chronik eines angekündigten Todes,Gabriel García Márquez,3.97,ger,119,11,8/1/2002,Kiepenheuer & Witsch,2002
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,4.29,eng,650,30081,8/3/1998,Scribner,1998
Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey,3.9,eng,97,132,10/13/2006,Algonquin Books,2006
For Whom The Bell Tolls,Ernest Hemingway,3.97,en-GB,490,162,5/5/2005,Vintage Classics,2005
A Moveable Feast,Ernest Hemingway,4.04,eng,192,82993,9/6/2012,Vintage,2012
Islands in the Stream,Ernest Hemingway,3.88,eng,448,11265,7/22/2003,Scribner,2003
Berlin Blues,Sven Regener,3.87,eng,247,186,11/4/2004,Vintage,2004
The Short Stories,Ernest Hemingway,4.26,en-US,464,219,7/25/2002,Scribner Classics,2002
Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen,3.82,eng,185,45,1/1/2005,Pineapple Press,2005
The Ernest Hemingway Audio Collection,Ernest Hemingway,4.3,en-US,4,43,5/8/2001,Caedmon,2001
Until I Find You,John Irving,3.63,eng,928,198,8/1/2006,Black Swan,2006
The Imaginary Girlfriend,John Irving,3.42,eng,208,1841,12/3/2002,Ballantine Books,2002
The Fourth Hand,John Irving,3.31,eng,368,25257,4/29/2003,Fawcett Books,2003
The Water-Method Man,John Irving,3.35,eng,272,10479,6/23/1997,Ballantine Books,1997
Setting Free the Bears,John Irving,3.3,eng,304,8896,6/23/1997,Ballantine Books,1997
The 158-Pound Marriage,John Irving,3.24,en-US,176,11346,6/23/1997,Ballantine Books,1997
The Short Stories,F. Scott Fitzgerald,4.23,eng,800,12039,4/15/1998,Scribner,1998
A Life in Letters,F. Scott Fitzgerald,4.22,eng,528,186,5/3/1995,Scribner,1995
On Authorship,F. Scott Fitzgerald,3.75,eng,203,8,9/1/1996,University of South Carolina Press,1996
The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,4.0,en-US,328,100,9/24/2004,Minnesota Historical Society Press,2004
Tender is the Night,F. Scott Fitzgerald,3.82,en-GB,400,1354,6/28/2001,Penguin Classics,2001
The Great Gatsby,Kathleen Parkinson,3.88,eng,144,557,11/25/2003,Penguin Global,2003
The Great Gatsby,F. Scott Fitzgerald,3.91,eng,6,258,10/1/2002,Caedmon,2002
The Great Gatsby,F. Scott Fitzgerald,3.91,eng,4,63,3/13/2002,Audio Partners,2002
Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer,3.7,eng,96,78,6/5/2000,Cliffs Notes,2000
The Great Gatsby,F. Scott Fitzgerald,3.91,eng,188,2729,1/13/1994,Penguin Books,1994
Limitations (Kindle County Legal Thriller #7),Scott Turow,3.33,eng,208,1750,11/14/2006,Picador,2006
Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,3.83,eng,553,5073,11/1/2003,Warner Vision,2003
The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,3.75,eng,817,3655,9/1/1997,Grand Central Publishing,1997
Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,eng,528,5163,12/1/2000,Warner Books (NY),2000
One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67,eng,288,6093,9/1/1997,Warner Books (NY),1997
Ultimate Punishment,Scott Turow,3.81,eng,176,506,8/1/2004,St. Martins Press-3PL,2004
The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,eng,720,23114,7/1/2001,Little  Brown Book Group,2001
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon,3.39,eng,448,2680,5/1/1997,Signet,1997
The Rabbi,Noah Gordon,3.69,eng,448,921,8/12/1987,Fawcett,1987
The Last Jew,Noah Gordon,4.1,eng,352,4360,8/15/2000,St. Martin's Griffin,2000
The Frequencies,Noah Eli Gordon,4.32,eng,81,69,1/1/2003,Tougher Disguises,2003
Chamán (Familia Cole  #2),Noah Gordon,4.12,spa,768,493,6/30/2006,Zeta Bolsillo,2006
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,eng,60,418,4/11/2006,Vintage,2006
Ocean Star Express,Mark Haddon,3.57,eng,32,1,7/1/2002,HarperCollins UK,2002
The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,spa,520,83,2/19/1978,Oxford University Press  USA,1978
This Side of Paradise (Paradise  #1),Steven L. Layne,3.73,eng,224,549,3/31/2005,Pelican Publishing,2005
Trimalchio,F. Scott Fitzgerald,4.42,eng,214,41,4/25/2002,Cambridge University Press,2002
Souvenir of Canada 2,Douglas Coupland,3.83,eng,144,332,5/10/2004,Douglas  McIntyre,2004
Souvenir of Canada,Douglas Coupland,3.85,en-US,144,893,7/1/2002,Douglas  McIntyre,2002
The Illustrated Art of War,Sun Tzu,3.97,eng,272,91,10/15/2005,Oxford University Press  USA,2005
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham,3.85,eng,256,20,10/17/1995,Running Press,1995
Master Index: An Illustrated Guide,Time-Life Books,3.56,eng,175,16,9/1/1993,Time-Life Books  Inc.,1993
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23,eng,166,11,3/24/1998,Del Rey,1998
Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell,3.75,en-US,400,55,8/27/2002,Free Press,2002
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,eng,150,259,4/21/1999,Del Rey Books,1999
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry,4.14,eng,224,383,10/15/1995,University of Oklahoma Press,1995
The Winter of Our Discontent,John Steinbeck,3.99,eng,336,32091,8/26/2008,Penguin Classics,2008
Cannery Row,John Steinbeck,4.04,eng,181,96408,2/5/2002,Penguin Books,2002
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck,4.41,eng,1088,884,9/1/1996,Library of America,1996
Tortilla Flat,John Steinbeck,3.83,en-GB,154,438,9/7/2000,Penguin Classics,2000
The Log from the Sea of Cortez,John Steinbeck,3.84,eng,288,3427,1/18/2001,Penguin Books Ltd,2001
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,3.97,eng,224,179,10/1/2003,Walker Books,2003
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,3.97,eng,192,47453,10/1/2005,Walker Books,2005
Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg,3.53,eng,32,1,9/1/2003,Children's Press(CT),2003
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,eng,437,10,10/1/1996,Collection of Historical Scientific Instruments,1996
1421: The Year China Discovered America,Gavin Menzies,3.6,eng,650,11751,1/1/2004,Harper Perennial (NYC),2004
Dr. Desirable,Kristi Gold,3.27,eng,192,20,1/25/2002,Silhouette Desire,2002
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,eng,461,31384,5/9/2006,Viking,2006
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,eng,796,6,10/23/2003,Johnson Publishing Company (IL),2003
Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,en-US,70,26,5/1/1984,Penguin Books,1984
Shalimar the Clown,Salman Rushdie,3.88,eng,398,11418,10/10/2006,Random House Trade,2006
Midnight's Children,Salman Rushdie,3.98,eng,463,364,4/8/1982,Picador,1982
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie,4.01,eng,224,22378,8/27/1999,Viking Children's Books,1999
Fury,Salman Rushdie,3.29,eng,272,6711,9/5/2002,Vintage,2002
Code Complete,Steve McConnell,4.29,en-US,914,7059,6/19/2004,Microsoft Press,2004
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,eng,538,111,6/15/1998,Galahad Books,1998
How to Stop Worrying and Start Living,Dale Carnegie,4.12,eng,358,61639,10/5/2004,Gallery Books,2004
How To Enjoy Your Life And Your Job,Dale Carnegie,3.96,eng,224,1907,1/2/1990,Pocket Books,1990
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie,4.08,eng,256,3713,5/1/1995,Pocket Books,1995
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,eng,144,12436,7/22/2008,Basic Books,2008
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,en-US,118,97,6/1/1983,Basic Books,1983
Who Moved My Cheese?,Spencer Johnson,3.8,eng,96,311436,2/7/2002,Vermilion,2002
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim,3.91,eng,240,46064,2/1/2005,Harvard Business Review Press,2005
Heart of Darkness,Joseph Conrad,3.42,eng,188,321078,10/1/2003,Green Integer,2003
Heart of Darkness and Other Tales,Joseph Conrad,3.58,eng,225,3761,9/25/2003,Oxford University Press,2003
Heart of Darkness,Joseph Conrad,3.42,eng,132,92,5/1/2003,Wildside Press,2003
Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,eng,272,26508,9/19/2006,Scribner,2006
Angela's Ashes,Frank McCourt,4.11,eng,224,711,12/17/1998,Simon & Schuster,1998
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,eng,185,38313,10/1/1994,Penguin Books,1994
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,eng,144,213,6/16/2006,Dover Publications,2006
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,eng,272,52,3/1/2005,Collectors Library,2005
Three Men in a Boat,Jerome K. Jerome,3.89,eng,178,786,3/25/2004,Penguin Classics,2004
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome,4.08,en-US,400,2318,11/25/1999,Penguin Classics,1999
Kafka on the Shore,Haruki Murakami,4.14,eng,467,225397,1/3/2006,Vintage International,2006
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,eng,736,983,6/1/1999,Signet Classics,1999
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,eng,796,191531,6/14/2002,Farrar  Straus and Giroux,2002
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,eng,1013,1673,2/27/2003,Penguin Books Ltd,2003
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,eng,796,617,9/3/1991,Vintage Books USA,1991
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,eng,16,20,5/1/2005,Hovel Audio,2005
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,eng,720,1089,7/25/2004,Barnes  Noble Classics,2004
CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts,3.5,en-GB,96,4,1/10/2003,Cliffs Notes,2003
Hungry Planet,Peter Menzel,4.44,eng,288,1455,10/1/2005,Material World,2005
The Very Hungry Caterpillar,Eric Carle,4.29,eng,13,3945,3/23/1994,Philomel Books,1994
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,en-US,32,65,9/1/1996,Child's Play International,1996
One Hundred Hungry Ants,Elinor J. Pinczes,4.05,en-US,32,2114,9/27/1999,HMH Books for Young Readers,1999
The Hungry Tide,Amitav Ghosh,3.95,eng,333,11838,6/7/2006,Mariner Books,2006
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,eng,224,749,9/1/1993,Plume,1993
What Is the What,Dave Eggers,4.16,eng,475,65767,10/18/2006,McSweeney's,2006
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,eng,485,157572,2/13/2001,Vintage,2001
You Shall Know Our Velocity!,Dave Eggers,3.63,eng,401,25811,7/1/2003,Vintage,2003
How We Are Hungry,Dave Eggers,3.75,eng,224,12007,10/11/2005,Vintage,2005
How We Are Hungry: Stories,Dave Eggers,3.75,eng,218,488,10/13/2004,McSweeney's,2004
Merry Christmas  Stinky Face,Lisa McCourt,3.97,eng,32,20,10/1/2004,Scholastic,2004
Love You Until--,Lisa McCourt,4.5,eng,32,4,12/3/2005,Paulist Press,2005
Year of Wonders,Geraldine Brooks,4.01,eng,358,120736,4/30/2002,Penguin Books,2002
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann,3.51,en-US,224,55,9/26/2006,Bantam Books,2006
Wolves of the Calla (The Dark Tower  #5),Stephen King,4.18,eng,931,127168,2/1/2006,Pocket Books,2006
A Man Without a Country,Kurt Vonnegut Jr.,4.07,eng,160,34339,1/16/2007,Random House Trade Paperbacks,2007
Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,eng,275,1001671,1/12/1999,Dial Press,1999
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom,4.35,eng,258,28254,12/19/2002,Chelsea House Publications,2002
God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,eng,80,12754,5/22/2001,Washington Square Press,2001
Jailbird,Kurt Vonnegut Jr.,3.82,eng,310,17881,1/12/1999,Dial Press Trade Paperback,1999
Fates Worse Than Death,Kurt Vonnegut Jr.,3.87,en-US,240,3183,9/1/1992,Berkley,1992
The Red Tent,Anita Diamant,4.17,eng,336,470858,11/1/2005,St. Martin's Press,2005
Inside the Red Tent,Sandra Hack Polaski,3.96,eng,100,181,7/1/2006,Chalice Press,2006
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,eng,88,440,9/7/2004,Bloomsbury Academic,2004
La Jeune fille à la perle,Tracy Chevalier,3.88,fre,313,618,3/16/2002,Gallimard,2002
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,eng,776,2583,9/29/2006,Belknap Press of Harvard University Press,2006
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,eng,397,878,3/1/2001,Wizards of the Coast,2001
Berlin: The Downfall  1945,Antony Beevor,4.29,eng,489,244,1/1/2002,Viking Books,2002
El azul de la virgen,Tracy Chevalier,3.66,spa,411,50,10/1/2004,Punto de Lectura,2004
Saturday,Ian McEwan,3.63,eng,289,52576,4/11/2006,Anchor,2006
I Love Saturdays y domingos,Alma Flor Ada,4.05,en-US,32,34,9/1/2004,Atheneum Books for Young Readers,2004
A Dangerous Fortune,Ken Follett,4.05,eng,596,154,2/19/1999,MacMillan General Books,1999
The Man From St. Petersburg,Ken Follett,3.88,eng,320,16057,6/3/2003,NAL,2003
Night Over Water,Ken Follett,3.82,eng,448,14545,4/6/2004,NAL,2004
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,en-GB,319,666,8/9/2005,Random House Trade,2005
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.95,spa,324,3,12/1/2006,Norma,2006
Jackdaws,Ken Follett,3.97,eng,416,20892,12/5/2006,NAL,2006
Whiteout,Ken Follett,3.58,eng,4,13,9/1/2006,MacMillan Audio,2006
Jackdaws,Ken Follett,3.97,eng,496,367,11/26/2002,Signet,2002
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,eng,208,336,12/12/2006,VIZ Media LLC,2006
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,eng,208,340,6/13/2006,VIZ Media LLC,2006
Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,fre,200,48,11/27/2002,Glénat,2002
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,eng,240,248,9/4/1997,North Atlantic Books,1997
My Life in France,Julia Child,4.17,eng,336,69153,4/4/2006,Knopf Publishing Group,2006
